ip.src,ip.dst,ip.proto,ip.checksum,tcp.srcport,tcp.dstport,tcp.flags,frame.len,frame.time_epoch
"10.117.77.120","10.117.77.115","6","0xc1fb","2737","80","0x0002","60","1717611734.493947000"
"10.117.77.120","10.117.77.115","6","0xfdbc","2740","80","0x0002","60","1717611734.493947000"
"10.117.77.120","10.117.77.115","6","0xf969","2741","80","0x0002","60","1717611734.493947000"
"10.117.77.120","10.117.77.115","6","0x588f","2746","80","0x0002","60","1717611734.493947000"
"10.117.77.120","10.117.77.115","6","0xf4c3","2747","80","0x0002","60","1717611734.493947000"
"10.117.77.120","10.117.77.115","6","0x573b","2750","80","0x0002","60","1717611734.493947000"
"10.117.77.120","10.117.77.115","6","0x90e9","2751","80","0x0002","60","1717611734.493947000"
"10.117.77.120","10.117.77.115","6","0xc3af","2754","80","0x0002","60","1717611734.493947000"
"10.117.77.120","10.117.77.115","6","0xfa02","2755","80","0x0002","60","1717611734.493947000"
"10.117.77.120","10.117.77.115","6","0x0d14","2758","80","0x0002","60","1717611734.493947000"
"10.117.77.120","10.117.77.115","6","0x1f79","2759","80","0x0002","60","1717611734.493947000"
"10.117.77.120","10.117.77.115","6","0x3265","2760","80","0x0002","60","1717611734.493947000"
"10.117.77.120","10.117.77.115","6","0x06a2","2761","80","0x0002","60","1717611734.493947000"
"10.117.77.120","10.117.77.115","6","0xc84f","2764","80","0x0002","60","1717611734.493947000"
"10.117.77.120","10.117.77.115","6","0xf9fe","2765","80","0x0002","60","1717611734.493947000"
"10.117.77.120","10.117.77.115","6","0xdb10","2732","80","0x0002","60","1717611734.494016000"
"10.117.77.120","10.117.77.115","6","0x2829","2733","80","0x0002","60","1717611734.494016000"
"10.117.77.120","10.117.77.115","6","0x3b18","2738","80","0x0002","60","1717611734.494016000"
"10.117.77.120","10.117.77.115","6","0xb281","2739","80","0x0002","60","1717611734.494016000"
"10.117.77.120","10.117.77.115","6","0x0feb","2742","80","0x0002","60","1717611734.494016000"
"10.117.77.120","10.117.77.115","6","0x16e4","2743","80","0x0002","60","1717611734.494016000"
"10.117.77.120","10.117.77.115","6","0x0dda","2744","80","0x0002","60","1717611734.494016000"
"10.117.77.120","10.117.77.115","6","0xfed8","2745","80","0x0002","60","1717611734.494016000"
"10.117.77.120","10.117.77.115","6","0x8f70","2748","80","0x0002","60","1717611734.494016000"
"10.117.77.120","10.117.77.115","6","0xd40c","2749","80","0x0002","60","1717611734.494016000"
"10.117.77.120","10.117.77.115","6","0xde3d","2752","80","0x0002","60","1717611734.494016000"
"10.117.77.120","10.117.77.115","6","0x6991","2753","80","0x0002","60","1717611734.494016000"
"10.117.77.120","10.117.77.115","6","0x85a7","2756","80","0x0002","60","1717611734.494016000"
"10.117.77.120","10.117.77.115","6","0x50f1","2757","80","0x0002","60","1717611734.494016000"
"10.117.77.120","10.117.77.115","6","0x7976","2762","80","0x0002","60","1717611734.494016000"
"10.117.77.120","10.117.77.115","6","0x9af5","2763","80","0x0002","60","1717611734.494016000"
"10.117.77.120","10.117.77.115","6","0x4902","2766","80","0x0002","60","1717611734.494016000"
"10.117.77.120","10.117.77.115","6","0xdfea","2767","80","0x0002","60","1717611734.494016000"
"10.117.77.120","10.117.77.115","6","0xb5b9","2768","80","0x0002","60","1717611734.494016000"
"10.117.77.120","10.117.77.115","6","0x3a8a","2769","80","0x0002","60","1717611734.494016000"
"10.117.77.120","10.117.77.115","6","0x16e2","2772","80","0x0002","60","1717611734.494335000"
"10.117.77.120","10.117.77.115","6","0x2fe7","2773","80","0x0002","60","1717611734.494335000"
"10.117.77.120","10.117.77.115","6","0x53e6","2778","80","0x0002","60","1717611734.494335000"
"10.117.77.120","10.117.77.115","6","0x7ee3","2779","80","0x0002","60","1717611734.494335000"
"10.117.77.120","10.117.77.115","6","0x83aa","2782","80","0x0002","60","1717611734.494335000"
"10.117.77.120","10.117.77.115","6","0x0347","2783","80","0x0002","60","1717611734.494335000"
"10.117.77.120","10.117.77.115","6","0xcc89","2786","80","0x0002","60","1717611734.494335000"
"10.117.77.120","10.117.77.115","6","0x6fd9","2787","80","0x0002","60","1717611734.494335000"
"10.117.77.120","10.117.77.115","6","0x1805","2790","80","0x0002","60","1717611734.494335000"
"10.117.77.120","10.117.77.115","6","0x5453","2791","80","0x0002","60","1717611734.494335000"
"10.117.77.120","10.117.77.115","6","0xbadc","2792","80","0x0002","60","1717611734.494335000"
"10.117.77.120","10.117.77.115","6","0xfa19","2793","80","0x0002","60","1717611734.494335000"
"10.117.77.120","10.117.77.115","6","0xd2f0","2796","80","0x0002","60","1717611734.494335000"
"10.117.77.120","10.117.77.115","6","0x88f5","2797","80","0x0002","60","1717611734.494335000"
"10.117.77.120","10.117.77.115","6","0x07e0","2802","80","0x0002","60","1717611734.494335000"
"10.117.77.120","10.117.77.115","6","0x4d77","2803","80","0x0002","60","1717611734.494335000"
"10.117.77.120","10.117.77.115","6","0x369d","2806","80","0x0002","60","1717611734.494335000"
"10.117.77.120","10.117.77.115","6","0x0cd7","2807","80","0x0002","60","1717611734.494335000"
"10.117.77.120","10.117.77.115","6","0x55e3","2770","80","0x0002","60","1717611734.494432000"
"10.117.77.120","10.117.77.115","6","0x3a86","2771","80","0x0002","60","1717611734.494432000"
"10.117.77.120","10.117.77.115","6","0xd17b","2774","80","0x0002","60","1717611734.494432000"
"10.117.77.120","10.117.77.115","6","0x3e81","2775","80","0x0002","60","1717611734.494432000"
"10.117.77.120","10.117.77.115","6","0xaad4","2776","80","0x0002","60","1717611734.494432000"
"10.117.77.120","10.117.77.115","6","0xa408","2777","80","0x0002","60","1717611734.494432000"
"10.117.77.120","10.117.77.115","6","0x2e10","2780","80","0x0002","60","1717611734.494432000"
"10.117.77.120","10.117.77.115","6","0xedad","2781","80","0x0002","60","1717611734.494432000"
"10.117.77.120","10.117.77.115","6","0x0b1b","2784","80","0x0002","60","1717611734.494432000"
"10.117.77.120","10.117.77.115","6","0x93da","2785","80","0x0002","60","1717611734.494432000"
"10.117.77.120","10.117.77.115","6","0x03bb","2788","80","0x0002","60","1717611734.494432000"
"10.117.77.120","10.117.77.115","6","0xca4b","2789","80","0x0002","60","1717611734.494432000"
"10.117.77.120","10.117.77.115","6","0xe207","2794","80","0x0002","60","1717611734.494432000"
"10.117.77.120","10.117.77.115","6","0x6ff9","2795","80","0x0002","60","1717611734.494432000"
"10.117.77.120","10.117.77.115","6","0xa6f6","2798","80","0x0002","60","1717611734.494432000"
"10.117.77.120","10.117.77.115","6","0x17b2","2799","80","0x0002","60","1717611734.494432000"
"10.117.77.120","10.117.77.115","6","0x4ab7","2800","80","0x0002","60","1717611734.494432000"
"10.117.77.120","10.117.77.115","6","0xcaed","2801","80","0x0002","60","1717611734.494432000"
"10.117.77.120","10.117.77.115","6","0x009c","2804","80","0x0002","60","1717611734.494432000"
"10.117.77.120","10.117.77.115","6","0x27d2","2805","80","0x0002","60","1717611734.494432000"
"10.117.77.120","10.117.77.115","6","0xa10e","2810","80","0x0002","60","1717611734.494432000"
"10.117.77.120","10.117.77.115","6","0x5ed8","2811","80","0x0002","60","1717611734.494432000"
"10.117.77.120","10.117.77.115","6","0x4d0b","2814","80","0x0002","60","1717611734.494432000"
"10.117.77.120","10.117.77.115","6","0x71ee","2815","80","0x0002","60","1717611734.494432000"
"10.117.77.120","10.117.77.115","6","0xb877","2818","80","0x0002","60","1717611734.494432000"
"10.117.77.120","10.117.77.115","6","0xd8ba","2819","80","0x0002","60","1717611734.494432000"
"10.117.77.120","10.117.77.115","6","0x0f3c","2822","80","0x0002","60","1717611734.494432000"
"10.117.77.120","10.117.77.115","6","0x0756","2823","80","0x0002","60","1717611734.494432000"
"10.117.77.120","10.117.77.115","6","0x305c","2824","80","0x0002","60","1717611734.494432000"
"10.117.77.120","10.117.77.115","6","0xa159","2825","80","0x0002","60","1717611734.494432000"
"10.117.77.120","10.117.77.115","6","0x57f0","2828","80","0x0002","60","1717611734.494432000"
"10.117.77.120","10.117.77.115","6","0xec94","2829","80","0x0002","60","1717611734.494432000"
"10.117.77.120","10.117.77.115","6","0xe7d0","2834","80","0x0002","60","1717611734.494432000"
"10.117.77.120","10.117.77.115","6","0x11b8","2835","80","0x0002","60","1717611734.494432000"
"10.117.77.120","10.117.77.115","6","0x22dc","2838","80","0x0002","60","1717611734.494432000"
"10.117.77.120","10.117.77.115","6","0x8064","2839","80","0x0002","60","1717611734.494432000"
"10.117.77.120","10.117.77.115","6","0x49c4","2840","80","0x0002","60","1717611734.494432000"
"10.117.77.120","10.117.77.115","6","0x550d","2841","80","0x0002","60","1717611734.494432000"
"10.117.77.120","10.117.77.115","6","0x838c","2808","80","0x0002","60","1717611734.494772000"
"10.117.77.120","10.117.77.115","6","0x23a7","2809","80","0x0002","60","1717611734.494772000"
"10.117.77.120","10.117.77.115","6","0x7fb6","2812","80","0x0002","60","1717611734.494772000"
"10.117.77.120","10.117.77.115","6","0xbc59","2813","80","0x0002","60","1717611734.494772000"
"10.117.77.120","10.117.77.115","6","0xf3de","2816","80","0x0002","60","1717611734.494772000"
"10.117.77.120","10.117.77.115","6","0xd46c","2817","80","0x0002","60","1717611734.494772000"
"10.117.77.120","10.117.77.115","6","0x348a","2820","80","0x0002","60","1717611734.494772000"
"10.117.77.120","10.117.77.115","6","0x18ed","2821","80","0x0002","60","1717611734.494772000"
"10.117.77.120","10.117.77.115","6","0xff4c","2826","80","0x0002","60","1717611734.494772000"
"10.117.77.120","10.117.77.115","6","0x522c","2827","80","0x0002","60","1717611734.494772000"
"10.117.77.120","10.117.77.115","6","0x5cd1","2830","80","0x0002","60","1717611734.494772000"
"10.117.77.120","10.117.77.115","6","0x2860","2831","80","0x0002","60","1717611734.494772000"
"10.117.77.120","10.117.77.115","6","0x4f33","2832","80","0x0002","60","1717611734.494772000"
"10.117.77.120","10.117.77.115","6","0x0e2f","2833","80","0x0002","60","1717611734.494772000"
"10.117.77.120","10.117.77.115","6","0xe8bb","2836","80","0x0002","60","1717611734.494772000"
"10.117.77.120","10.117.77.115","6","0xd87e","2837","80","0x0002","60","1717611734.494772000"
"10.117.77.120","10.117.77.115","6","0x361d","2842","80","0x0002","60","1717611734.494772000"
"10.117.77.120","10.117.77.115","6","0xa1af","2843","80","0x0002","60","1717611734.494772000"
"10.117.77.120","10.117.77.115","6","0xf8bf","2846","80","0x0002","60","1717611734.494772000"
"10.117.77.120","10.117.77.115","6","0x50c6","2847","80","0x0002","60","1717611734.494772000"
"10.117.77.120","10.117.77.115","6","0x3a54","2850","80","0x0002","60","1717611734.494772000"
"10.117.77.120","10.117.77.115","6","0x3cb8","2851","80","0x0002","60","1717611734.494772000"
"10.117.77.120","10.117.77.115","6","0x88b4","2854","80","0x0002","60","1717611734.494772000"
"10.117.77.120","10.117.77.115","6","0x5dbd","2855","80","0x0002","60","1717611734.494772000"
"10.117.77.120","10.117.77.115","6","0x7914","2856","80","0x0002","60","1717611734.494772000"
"10.117.77.120","10.117.77.115","6","0x0f0a","2857","80","0x0002","60","1717611734.494772000"
"10.117.77.120","10.117.77.115","6","0xa442","2860","80","0x0002","60","1717611734.494772000"
"10.117.77.120","10.117.77.115","6","0xbd5f","2861","80","0x0002","60","1717611734.494772000"
"10.117.77.120","10.117.77.115","6","0xef87","2866","80","0x0002","60","1717611734.494772000"
"10.117.77.120","10.117.77.115","6","0x69dc","2867","80","0x0002","60","1717611734.494772000"
"10.117.77.120","10.117.77.115","6","0x5907","2870","80","0x0002","60","1717611734.494772000"
"10.117.77.120","10.117.77.115","6","0x9c05","2871","80","0x0002","60","1717611734.494772000"
"10.117.77.120","10.117.77.115","6","0xeb02","2872","80","0x0002","60","1717611734.494772000"
"10.117.77.120","10.117.77.115","6","0xb122","2873","80","0x0002","60","1717611734.494772000"
"10.117.77.120","10.117.77.115","6","0xb46c","2876","80","0x0002","60","1717611734.494772000"
"10.117.77.120","10.117.77.115","6","0x6117","2877","80","0x0002","60","1717611734.494772000"
"10.117.77.120","10.117.77.115","6","0x8169","2880","80","0x0002","60","1717611734.494772000"
"10.117.77.120","10.117.77.115","6","0x9a9f","2881","80","0x0002","60","1717611734.494772000"
"10.117.77.120","10.117.77.115","6","0x05d7","2884","80","0x0002","60","1717611734.494772000"
"10.117.77.120","10.117.77.115","6","0x10bb","2885","80","0x0002","60","1717611734.494772000"
"10.117.77.120","10.117.77.115","6","0x891f","2844","80","0x0002","60","1717611734.494843000"
"10.117.77.120","10.117.77.115","6","0x6e7f","2845","80","0x0002","60","1717611734.494843000"
"10.117.77.120","10.117.77.115","6","0x8003","2848","80","0x0002","60","1717611734.494843000"
"10.117.77.120","10.117.77.115","6","0x73f2","2849","80","0x0002","60","1717611734.494843000"
"10.117.77.120","10.117.77.115","6","0xc90f","2852","80","0x0002","60","1717611734.494843000"
"10.117.77.120","10.117.77.115","6","0x239a","2853","80","0x0002","60","1717611734.494843000"
"10.117.77.120","10.117.77.115","6","0xa6d0","2858","80","0x0002","60","1717611734.494843000"
"10.117.77.120","10.117.77.115","6","0xcd59","2859","80","0x0002","60","1717611734.494843000"
"10.117.77.120","10.117.77.115","6","0x7615","2862","80","0x0002","60","1717611734.494843000"
"10.117.77.120","10.117.77.115","6","0x529c","2863","80","0x0002","60","1717611734.494843000"
"10.117.77.120","10.117.77.115","6","0x9627","2864","80","0x0002","60","1717611734.494843000"
"10.117.77.120","10.117.77.115","6","0x5d8c","2865","80","0x0002","60","1717611734.494843000"
"10.117.77.120","10.117.77.115","6","0xda0a","2868","80","0x0002","60","1717611734.494843000"
"10.117.77.120","10.117.77.115","6","0x97f7","2869","80","0x0002","60","1717611734.494843000"
"10.117.77.120","10.117.77.115","6","0xc516","2874","80","0x0002","60","1717611734.494843000"
"10.117.77.120","10.117.77.115","6","0xe502","2875","80","0x0002","60","1717611734.494843000"
"10.117.77.120","10.117.77.115","6","0x70cd","2878","80","0x0002","60","1717611734.494843000"
"10.117.77.120","10.117.77.115","6","0x9896","2879","80","0x0002","60","1717611734.494843000"
"10.117.77.120","10.117.77.115","6","0x55f4","2882","80","0x0002","60","1717611734.494843000"
"10.117.77.120","10.117.77.115","6","0xb17d","2883","80","0x0002","60","1717611734.494843000"
"10.117.77.120","10.117.77.115","6","0x64eb","2886","80","0x0002","60","1717611734.494843000"
"10.117.77.120","10.117.77.115","6","0xb080","2887","80","0x0002","60","1717611734.494843000"
"10.117.77.120","10.117.77.115","6","0x3789","2888","80","0x0002","60","1717611734.495100000"
"10.117.77.120","10.117.77.115","6","0xd5d9","2889","80","0x0002","60","1717611734.495100000"
"10.117.77.120","10.117.77.115","6","0xc8f2","2892","80","0x0002","60","1717611734.495100000"
"10.117.77.120","10.117.77.115","6","0xe995","2893","80","0x0002","60","1717611734.495100000"
"10.117.77.120","10.117.77.115","6","0x6124","2898","80","0x0002","60","1717611734.495100000"
"10.117.77.120","10.117.77.115","6","0x0ea6","2899","80","0x0002","60","1717611734.495100000"
"10.117.77.120","10.117.77.115","6","0x11de","2902","80","0x0002","60","1717611734.495100000"
"10.117.77.120","10.117.77.115","6","0x80a3","2903","80","0x0002","60","1717611734.495100000"
"10.117.77.120","10.117.77.115","6","0x69ed","2904","80","0x0002","60","1717611734.495100000"
"10.117.77.120","10.117.77.115","6","0xc7d7","2905","80","0x0002","60","1717611734.495100000"
"10.117.77.120","10.117.77.115","6","0x8bec","2908","80","0x0002","60","1717611734.495100000"
"10.117.77.120","10.117.77.115","6","0xb2cd","2909","80","0x0002","60","1717611734.495100000"
"10.117.77.120","10.117.77.115","6","0x2419","2912","80","0x0002","60","1717611734.495100000"
"10.117.77.120","10.117.77.115","6","0x9f00","2913","80","0x0002","60","1717611734.495100000"
"10.117.77.120","10.117.77.115","6","0xdd0a","2916","80","0x0002","60","1717611734.495100000"
"10.117.77.120","10.117.77.115","6","0x129f","2917","80","0x0002","60","1717611734.495100000"
"10.117.77.120","10.117.77.115","6","0x6df1","2922","80","0x0002","60","1717611734.495100000"
"10.117.77.120","10.117.77.115","6","0xe719","2923","80","0x0002","60","1717611734.495100000"
"10.117.77.120","10.117.77.115","6","0x3e7f","2926","80","0x0002","60","1717611734.495100000"
"10.117.77.120","10.117.77.115","6","0xa013","2927","80","0x0002","60","1717611734.495100000"
"10.117.77.120","10.117.77.115","6","0x3fc8","2928","80","0x0002","60","1717611734.495100000"
"10.117.77.120","10.117.77.115","6","0xb3c9","2929","80","0x0002","60","1717611734.495100000"
"10.117.77.120","10.117.77.115","6","0x1f4f","2932","80","0x0002","60","1717611734.495100000"
"10.117.77.120","10.117.77.115","6","0x2648","2933","80","0x0002","60","1717611734.495100000"
"10.117.77.120","10.117.77.115","6","0x654f","2938","80","0x0002","60","1717611734.495100000"
"10.117.77.120","10.117.77.115","6","0x8dd3","2890","80","0x0002","60","1717611734.495162000"
"10.117.77.120","10.117.77.115","6","0x38b9","2891","80","0x0002","60","1717611734.495162000"
"10.117.77.120","10.117.77.115","6","0x2247","2894","80","0x0002","60","1717611734.495162000"
"10.117.77.120","10.117.77.115","6","0x3e30","2895","80","0x0002","60","1717611734.495162000"
"10.117.77.120","10.117.77.115","6","0xcfe1","2896","80","0x0002","60","1717611734.495162000"
"10.117.77.120","10.117.77.115","6","0xfbe7","2897","80","0x0002","60","1717611734.495162000"
"10.117.77.120","10.117.77.115","6","0xd167","2900","80","0x0002","60","1717611734.495162000"
"10.117.77.120","10.117.77.115","6","0x3778","2901","80","0x0002","60","1717611734.495162000"
"10.117.77.120","10.117.77.115","6","0xb467","2906","80","0x0002","60","1717611734.495162000"
"10.117.77.120","10.117.77.115","6","0x1910","2907","80","0x0002","60","1717611734.495162000"
"10.117.77.120","10.117.77.115","6","0x5b4d","2910","80","0x0002","60","1717611734.495162000"
"10.117.77.120","10.117.77.115","6","0x3bdb","2911","80","0x0002","60","1717611734.495162000"
"10.117.77.120","10.117.77.115","6","0x9313","2914","80","0x0002","60","1717611734.495162000"
"10.117.77.120","10.117.77.115","6","0x3b2c","2915","80","0x0002","60","1717611734.495162000"
"10.117.77.120","10.117.77.115","6","0xc16e","2918","80","0x0002","60","1717611734.495162000"
"10.117.77.120","10.117.77.115","6","0x5604","2919","80","0x0002","60","1717611734.495162000"
"10.117.77.120","10.117.77.115","6","0xdb3f","2920","80","0x0002","60","1717611734.495162000"
"10.117.77.120","10.117.77.115","6","0x13fb","2921","80","0x0002","60","1717611734.495162000"
"10.117.77.120","10.117.77.115","6","0x9e11","2924","80","0x0002","60","1717611734.495162000"
"10.117.77.120","10.117.77.115","6","0xea20","2925","80","0x0002","60","1717611734.495162000"
"10.117.77.120","10.117.77.115","6","0x3fbf","2930","80","0x0002","60","1717611734.495162000"
"10.117.77.120","10.117.77.115","6","0xea16","2931","80","0x0002","60","1717611734.495162000"
"10.117.77.120","10.117.77.115","6","0xb4ac","2934","80","0x0002","60","1717611734.495162000"
"10.117.77.120","10.117.77.115","6","0x696b","2935","80","0x0002","60","1717611734.495162000"
"10.117.77.120","10.117.77.115","6","0x4162","2936","80","0x0002","60","1717611734.495162000"
"10.117.77.120","10.117.77.115","6","0x25fd","2937","80","0x0002","60","1717611734.495162000"
"10.117.77.120","10.117.77.115","6","0x1ebf","2940","80","0x0002","60","1717611734.495420000"
"10.117.77.120","10.117.77.115","6","0x1100","2941","80","0x0002","60","1717611734.495420000"
"10.117.77.120","10.117.77.115","6","0x4e0e","2946","80","0x0002","60","1717611734.495420000"
"10.117.77.120","10.117.77.115","6","0xb4b2","2947","80","0x0002","60","1717611734.495420000"
"10.117.77.120","10.117.77.115","6","0xedb8","2950","80","0x0002","60","1717611734.495420000"
"10.117.77.120","10.117.77.115","6","0x6d31","2951","80","0x0002","60","1717611734.495420000"
"10.117.77.120","10.117.77.115","6","0x8b32","2952","80","0x0002","60","1717611734.495420000"
"10.117.77.120","10.117.77.115","6","0xeab1","2953","80","0x0002","60","1717611734.495420000"
"10.117.77.120","10.117.77.115","6","0xd34b","2956","80","0x0002","60","1717611734.495420000"
"10.117.77.120","10.117.77.115","6","0xd452","2957","80","0x0002","60","1717611734.495420000"
"10.117.77.120","10.117.77.115","6","0x4a86","2962","80","0x0002","60","1717611734.495420000"
"10.117.77.120","10.117.77.115","6","0xba55","2963","80","0x0002","60","1717611734.495420000"
"10.117.77.120","10.117.77.115","6","0xbe9f","2966","80","0x0002","60","1717611734.495420000"
"10.117.77.120","10.117.77.115","6","0x8503","2967","80","0x0002","60","1717611734.495420000"
"10.117.77.120","10.117.77.115","6","0xde7e","2968","80","0x0002","60","1717611734.495420000"
"10.117.77.120","10.117.77.115","6","0x6567","2969","80","0x0002","60","1717611734.495420000"
"10.117.77.120","10.117.77.115","6","0x0bd2","2972","80","0x0002","60","1717611734.495420000"
"10.117.77.120","10.117.77.115","6","0xe1ed","2973","80","0x0002","60","1717611734.495420000"
"10.117.77.120","10.117.77.115","6","0x87fe","2976","80","0x0002","60","1717611734.495420000"
"10.117.77.120","10.117.77.115","6","0x8745","2977","80","0x0002","60","1717611734.495420000"
"10.117.77.120","10.117.77.115","6","0xae2e","2980","80","0x0002","60","1717611734.495420000"
"10.117.77.120","10.117.77.115","6","0xa0cf","2981","80","0x0002","60","1717611734.495420000"
"10.117.77.120","10.117.77.115","6","0xc04a","2939","80","0x0002","60","1717611734.495458000"
"10.117.77.120","10.117.77.115","6","0x07ed","2942","80","0x0002","60","1717611734.495458000"
"10.117.77.120","10.117.77.115","6","0x5ca2","2943","80","0x0002","60","1717611734.495458000"
"10.117.77.120","10.117.77.115","6","0xe325","2944","80","0x0002","60","1717611734.495458000"
"10.117.77.120","10.117.77.115","6","0x638f","2945","80","0x0002","60","1717611734.495458000"
"10.117.77.120","10.117.77.115","6","0xdf1f","2948","80","0x0002","60","1717611734.495458000"
"10.117.77.120","10.117.77.115","6","0xc3ca","2949","80","0x0002","60","1717611734.495458000"
"10.117.77.120","10.117.77.115","6","0xa7d0","2954","80","0x0002","60","1717611734.495458000"
"10.117.77.120","10.117.77.115","6","0x95a1","2955","80","0x0002","60","1717611734.495458000"
"10.117.77.120","10.117.77.115","6","0x6dcf","2958","80","0x0002","60","1717611734.495458000"
"10.117.77.120","10.117.77.115","6","0x148d","2959","80","0x0002","60","1717611734.495458000"
"10.117.77.120","10.117.77.115","6","0xb159","2960","80","0x0002","60","1717611734.495458000"
"10.117.77.120","10.117.77.115","6","0xb8f8","2961","80","0x0002","60","1717611734.495458000"
"10.117.77.120","10.117.77.115","6","0x63b4","2964","80","0x0002","60","1717611734.495458000"
"10.117.77.120","10.117.77.115","6","0x3052","2965","80","0x0002","60","1717611734.495458000"
"10.117.77.120","10.117.77.115","6","0x0f0a","2970","80","0x0002","60","1717611734.495458000"
"10.117.77.120","10.117.77.115","6","0x2f2c","2971","80","0x0002","60","1717611734.495458000"
"10.117.77.120","10.117.77.115","6","0x4326","2974","80","0x0002","60","1717611734.495458000"
"10.117.77.120","10.117.77.115","6","0x47a5","2975","80","0x0002","60","1717611734.495458000"
"10.117.77.120","10.117.77.115","6","0x2f2f","2978","80","0x0002","60","1717611734.495458000"
"10.117.77.120","10.117.77.115","6","0x93e3","2979","80","0x0002","60","1717611734.495458000"
"10.117.77.120","10.117.77.115","6","0x0dfb","2982","80","0x0002","60","1717611734.495458000"
"10.117.77.120","10.117.77.115","6","0xb5e9","2983","80","0x0002","60","1717611734.495458000"
"10.117.77.120","10.117.77.115","6","0xb84e","2984","80","0x0002","60","1717611734.495458000"
"10.117.77.120","10.117.77.115","6","0xf1ff","2985","80","0x0002","60","1717611734.495458000"
"10.117.77.120","10.117.77.115","6","0xcd0e","2988","80","0x0002","60","1717611734.495458000"
"10.117.77.120","10.117.77.115","6","0xdcff","2989","80","0x0002","60","1717611734.495458000"
"10.117.77.120","10.117.77.115","6","0x2e53","2994","80","0x0002","60","1717611734.495885000"
"10.117.77.120","10.117.77.115","6","0x6c1d","2995","80","0x0002","60","1717611734.495885000"
"10.117.77.120","10.117.77.115","6","0x424b","2998","80","0x0002","60","1717611734.495885000"
"10.117.77.120","10.117.77.115","6","0xe7d0","2999","80","0x0002","60","1717611734.495885000"
"10.117.77.120","10.117.77.115","6","0x2a43","3000","80","0x0002","60","1717611734.495885000"
"10.117.77.120","10.117.77.115","6","0x4dae","3001","80","0x0002","60","1717611734.495885000"
"10.117.77.120","10.117.77.115","6","0x306a","3004","80","0x0002","60","1717611734.495885000"
"10.117.77.120","10.117.77.115","6","0xd115","3005","80","0x0002","60","1717611734.495885000"
"10.117.77.120","10.117.77.115","6","0x1120","3008","80","0x0002","60","1717611734.495885000"
"10.117.77.120","10.117.77.115","6","0x0cbe","3009","80","0x0002","60","1717611734.495885000"
"10.117.77.120","10.117.77.115","6","0xd027","3012","80","0x0002","60","1717611734.495885000"
"10.117.77.120","10.117.77.115","6","0x44c9","3013","80","0x0002","60","1717611734.495885000"
"10.117.77.120","10.117.77.115","6","0x5f02","3018","80","0x0002","60","1717611734.495885000"
"10.117.77.120","10.117.77.115","6","0x4866","3019","80","0x0002","60","1717611734.495885000"
"10.117.77.120","10.117.77.115","6","0x739f","3022","80","0x0002","60","1717611734.495885000"
"10.117.77.120","10.117.77.115","6","0x21aa","3023","80","0x0002","60","1717611734.495885000"
"10.117.77.120","10.117.77.115","6","0x413d","3024","80","0x0002","60","1717611734.495885000"
"10.117.77.120","10.117.77.115","6","0x35af","3025","80","0x0002","60","1717611734.495885000"
"10.117.77.120","10.117.77.115","6","0x0c06","3028","80","0x0002","60","1717611734.495885000"
"10.117.77.120","10.117.77.115","6","0x590e","3029","80","0x0002","60","1717611734.495885000"
"10.117.77.120","10.117.77.115","6","0x2ae7","3034","80","0x0002","60","1717611734.495885000"
"10.117.77.120","10.117.77.115","6","0x322c","3035","80","0x0002","60","1717611734.495885000"
"10.117.77.120","10.117.77.115","6","0x2da5","2986","80","0x0002","60","1717611734.495900000"
"10.117.77.120","10.117.77.115","6","0x1395","3038","80","0x0002","60","1717611734.495885000"
"10.117.77.120","10.117.77.115","6","0x738c","2987","80","0x0002","60","1717611734.495900000"
"10.117.77.120","10.117.77.115","6","0xc3b4","3039","80","0x0002","60","1717611734.495885000"
"10.117.77.120","10.117.77.115","6","0xecf1","2990","80","0x0002","60","1717611734.495900000"
"10.117.77.120","10.117.77.115","6","0xe342","2991","80","0x0002","60","1717611734.495900000"
"10.117.77.120","10.117.77.115","6","0xadef","2992","80","0x0002","60","1717611734.495900000"
"10.117.77.120","10.117.77.115","6","0xcc80","2993","80","0x0002","60","1717611734.495900000"
"10.117.77.120","10.117.77.115","6","0xeb36","2996","80","0x0002","60","1717611734.495900000"
"10.117.77.120","10.117.77.115","6","0x9f43","2997","80","0x0002","60","1717611734.495900000"
"10.117.77.120","10.117.77.115","6","0xb645","3002","80","0x0002","60","1717611734.495900000"
"10.117.77.120","10.117.77.115","6","0xa4dd","3003","80","0x0002","60","1717611734.495900000"
"10.117.77.120","10.117.77.115","6","0x038b","3006","80","0x0002","60","1717611734.495900000"
"10.117.77.120","10.117.77.115","6","0x84cb","3007","80","0x0002","60","1717611734.495900000"
"10.117.77.120","10.117.77.115","6","0x408c","3010","80","0x0002","60","1717611734.495900000"
"10.117.77.120","10.117.77.115","6","0x8fbe","3011","80","0x0002","60","1717611734.495900000"
"10.117.77.120","10.117.77.115","6","0xd88e","3014","80","0x0002","60","1717611734.495900000"
"10.117.77.120","10.117.77.115","6","0x78cd","3015","80","0x0002","60","1717611734.495900000"
"10.117.77.120","10.117.77.115","6","0x4c88","3016","80","0x0002","60","1717611734.495900000"
"10.117.77.120","10.117.77.115","6","0xb669","3017","80","0x0002","60","1717611734.495900000"
"10.117.77.120","10.117.77.115","6","0x849a","3020","80","0x0002","60","1717611734.495900000"
"10.117.77.120","10.117.77.115","6","0x3595","3021","80","0x0002","60","1717611734.495900000"
