ip.src,ip.dst,ip.proto,ip.checksum,tcp.srcport,tcp.dstport,tcp.flags,frame.len,frame.time_epoch
,,,,,,,"60","1717611729.767071000"
,,,,,,,"42","1717611730.803491000"
,,,,,,,"60","1717611730.804154000"
,,,,,,,"60","1717611731.305833000"
"10.117.77.115","13.85.23.86","6","0x0000","61713","443","0x0018","265","1717611731.314751000"
"10.117.77.116","10.117.77.255","17","0x3ed8",,,,"60","1717611734.322821000"
"10.117.77.116","10.117.77.255","17","0x3ed7",,,,"60","1717611734.322821000"
"10.117.77.116","10.117.77.255","17","0x3ed6",,,,"60","1717611734.322821000"
"10.117.77.116","10.117.77.255","17","0x3ed5",,,,"60","1717611734.322821000"
,,,,,,,"60","1717611734.488031000"
,,,,,,,"42","1717611734.488066000"
"10.117.77.120","10.117.77.115","6","0x6b37","2026","80","0x0002","60","1717611734.488441000"
"10.117.77.120","10.117.77.115","6","0xedeb","2027","80","0x0002","60","1717611734.488441000"
"10.117.77.120","10.117.77.115","6","0x6940","2030","80","0x0002","60","1717611734.488441000"
"10.117.77.120","10.117.77.115","6","0xf6f7","2031","80","0x0002","60","1717611734.488441000"
"10.117.77.120","10.117.77.115","6","0xff88","2032","80","0x0002","60","1717611734.488441000"
"10.117.77.120","10.117.77.115","6","0x3280","2033","80","0x0002","60","1717611734.488441000"
"10.117.77.120","10.117.77.115","6","0x598c","2023","80","0x0002","60","1717611734.488470000"
"10.117.77.120","10.117.77.115","6","0x10b2","2024","80","0x0002","60","1717611734.488470000"
"10.117.77.120","10.117.77.115","6","0xd08d","2025","80","0x0002","60","1717611734.488470000"
"10.117.77.120","10.117.77.115","6","0x3a12","2086","80","0x0002","60","1717611734.488470000"
"10.117.77.120","10.117.77.115","6","0x5dec","2028","80","0x0002","60","1717611734.488470000"
"10.117.77.120","10.117.77.115","6","0x0d8e","2029","80","0x0002","60","1717611734.488470000"
"10.117.77.120","10.117.77.115","6","0xe796","2087","80","0x0002","60","1717611734.488470000"
"10.117.77.120","10.117.77.115","6","0xf29e","2034","80","0x0002","60","1717611734.488470000"
"10.117.77.120","10.117.77.115","6","0x0da8","2035","80","0x0002","60","1717611734.488470000"
"10.117.77.120","10.117.77.115","6","0x8dae","2036","80","0x0002","60","1717611734.488824000"
"10.117.77.120","10.117.77.115","6","0x91a1","2037","80","0x0002","60","1717611734.488824000"
"10.117.77.120","10.117.77.115","6","0x7b1c","2042","80","0x0002","60","1717611734.488824000"
"10.117.77.120","10.117.77.115","6","0xe3e3","2043","80","0x0002","60","1717611734.488824000"
"10.117.77.120","10.117.77.115","6","0x62e6","2046","80","0x0002","60","1717611734.488824000"
"10.117.77.120","10.117.77.115","6","0x7641","2047","80","0x0002","60","1717611734.488824000"
"10.117.77.120","10.117.77.115","6","0x6750","2050","80","0x0002","60","1717611734.488824000"
"10.117.77.120","10.117.77.115","6","0x53f5","2051","80","0x0002","60","1717611734.488824000"
"10.117.77.120","10.117.77.115","6","0x140a","2054","80","0x0002","60","1717611734.488824000"
"10.117.77.120","10.117.77.115","6","0xb83e","2055","80","0x0002","60","1717611734.488824000"
"10.117.77.120","10.117.77.115","6","0xf964","2056","80","0x0002","60","1717611734.488824000"
"10.117.77.120","10.117.77.115","6","0x77ba","2057","80","0x0002","60","1717611734.488824000"
"10.117.77.120","10.117.77.115","6","0x2eda","2060","80","0x0002","60","1717611734.488824000"
"10.117.77.120","10.117.77.115","6","0x09e8","2061","80","0x0002","60","1717611734.488824000"
"10.117.77.120","10.117.77.115","6","0x83be","2066","80","0x0002","60","1717611734.488824000"
"10.117.77.120","10.117.77.115","6","0x0af5","2073","80","0x0002","60","1717611734.488824000"
"10.117.77.120","10.117.77.115","6","0xc1ef","2067","80","0x0002","60","1717611734.488824000"
"10.117.77.120","10.117.77.115","6","0x76fb","2070","80","0x0002","60","1717611734.488824000"
"10.117.77.120","10.117.77.115","6","0x689e","2071","80","0x0002","60","1717611734.488824000"
"10.117.77.120","10.117.77.115","6","0x09e6","2072","80","0x0002","60","1717611734.488824000"
"10.117.77.120","10.117.77.115","6","0x193b","2076","80","0x0002","60","1717611734.488824000"
"10.117.77.120","10.117.77.115","6","0xde92","2077","80","0x0002","60","1717611734.488824000"
"10.117.77.120","10.117.77.115","6","0x4143","2080","80","0x0002","60","1717611734.488824000"
"10.117.77.120","10.117.77.115","6","0xcdf2","2081","80","0x0002","60","1717611734.488824000"
"10.117.77.120","10.117.77.115","6","0xbfad","2038","80","0x0002","60","1717611734.488858000"
"10.117.77.120","10.117.77.115","6","0x89a5","2039","80","0x0002","60","1717611734.488858000"
"10.117.77.120","10.117.77.115","6","0xe488","2040","80","0x0002","60","1717611734.488858000"
"10.117.77.120","10.117.77.115","6","0x1e19","2041","80","0x0002","60","1717611734.488858000"
"10.117.77.120","10.117.77.115","6","0x2c70","2044","80","0x0002","60","1717611734.488858000"
"10.117.77.120","10.117.77.115","6","0xdd9c","2045","80","0x0002","60","1717611734.488858000"
"10.117.77.120","10.117.77.115","6","0xf3d7","2048","80","0x0002","60","1717611734.488858000"
"10.117.77.120","10.117.77.115","6","0x4345","2049","80","0x0002","60","1717611734.488858000"
"10.117.77.120","10.117.77.115","6","0x4c0a","2052","80","0x0002","60","1717611734.488858000"
"10.117.77.120","10.117.77.115","6","0x0736","2053","80","0x0002","60","1717611734.488858000"
"10.117.77.120","10.117.77.115","6","0x562e","2058","80","0x0002","60","1717611734.488858000"
"10.117.77.120","10.117.77.115","6","0x27b3","2059","80","0x0002","60","1717611734.488858000"
"10.117.77.120","10.117.77.115","6","0xe4d8","2062","80","0x0002","60","1717611734.488858000"
"10.117.77.120","10.117.77.115","6","0xf43b","2063","80","0x0002","60","1717611734.488858000"
"10.117.77.120","10.117.77.115","6","0x9f94","2064","80","0x0002","60","1717611734.488858000"
"10.117.77.120","10.117.77.115","6","0x0e86","2065","80","0x0002","60","1717611734.488858000"
"10.117.77.120","10.117.77.115","6","0x8fbf","2068","80","0x0002","60","1717611734.488858000"
"10.117.77.120","10.117.77.115","6","0xe1df","2069","80","0x0002","60","1717611734.488858000"
"10.117.77.120","10.117.77.115","6","0x84b2","2074","80","0x0002","60","1717611734.488858000"
"10.117.77.120","10.117.77.115","6","0xd893","2075","80","0x0002","60","1717611734.488858000"
"10.117.77.120","10.117.77.115","6","0xd3e1","2078","80","0x0002","60","1717611734.488858000"
"10.117.77.120","10.117.77.115","6","0x2204","2079","80","0x0002","60","1717611734.488858000"
"10.117.77.120","10.117.77.115","6","0x510f","2082","80","0x0002","60","1717611734.488858000"
"10.117.77.120","10.117.77.115","6","0x4ba5","2083","80","0x0002","60","1717611734.488858000"
"10.117.77.120","10.117.77.115","6","0xf9ef","2084","80","0x0002","60","1717611734.489219000"
"10.117.77.120","10.117.77.115","6","0xa4fe","2085","80","0x0002","60","1717611734.489219000"
"10.117.77.120","10.117.77.115","6","0x8d8c","2090","80","0x0002","60","1717611734.489219000"
"10.117.77.120","10.117.77.115","6","0x0eb1","2091","80","0x0002","60","1717611734.489219000"
"10.117.77.120","10.117.77.115","6","0xe851","2094","80","0x0002","60","1717611734.489219000"
"10.117.77.120","10.117.77.115","6","0x1dbb","2095","80","0x0002","60","1717611734.489219000"
"10.117.77.120","10.117.77.115","6","0xfe4a","2096","80","0x0002","60","1717611734.489219000"
"10.117.77.120","10.117.77.115","6","0x42c4","2097","80","0x0002","60","1717611734.489219000"
"10.117.77.120","10.117.77.115","6","0x9690","2100","80","0x0002","60","1717611734.489219000"
"10.117.77.120","10.117.77.115","6","0x6e94","2101","80","0x0002","60","1717611734.489219000"
"10.117.77.120","10.117.77.115","6","0x58c2","2106","80","0x0002","60","1717611734.489219000"
"10.117.77.120","10.117.77.115","6","0x02c8","2107","80","0x0002","60","1717611734.489219000"
"10.117.77.120","10.117.77.115","6","0x63d0","2110","80","0x0002","60","1717611734.489219000"
"10.117.77.120","10.117.77.115","6","0xedb1","2111","80","0x0002","60","1717611734.489219000"
"10.117.77.120","10.117.77.115","6","0xa68f","2114","80","0x0002","60","1717611734.489219000"
"10.117.77.120","10.117.77.115","6","0xf87f","2115","80","0x0002","60","1717611734.489219000"
"10.117.77.120","10.117.77.115","6","0xbec0","2118","80","0x0002","60","1717611734.489219000"
"10.117.77.120","10.117.77.115","6","0x6ada","2119","80","0x0002","60","1717611734.489219000"
"10.117.77.120","10.117.77.115","6","0x956f","2120","80","0x0002","60","1717611734.489219000"
"10.117.77.120","10.117.77.115","6","0x0110","2121","80","0x0002","60","1717611734.489219000"
"10.117.77.120","10.117.77.115","6","0xee40","2124","80","0x0002","60","1717611734.489219000"
"10.117.77.120","10.117.77.115","6","0x678d","2125","80","0x0002","60","1717611734.489219000"
"10.117.77.120","10.117.77.115","6","0xea34","2130","80","0x0002","60","1717611734.489219000"
"10.117.77.120","10.117.77.115","6","0x1714","2131","80","0x0002","60","1717611734.489219000"
"10.117.77.120","10.117.77.115","6","0xe7a7","2134","80","0x0002","60","1717611734.489219000"
"10.117.77.120","10.117.77.115","6","0xd994","2135","80","0x0002","60","1717611734.489219000"
"10.117.77.120","10.117.77.115","6","0x5c8f","2136","80","0x0002","60","1717611734.489219000"
"10.117.77.120","10.117.77.115","6","0xfe5a","2137","80","0x0002","60","1717611734.489219000"
"10.117.77.120","10.117.77.115","6","0x16ef","2140","80","0x0002","60","1717611734.489219000"
"10.117.77.120","10.117.77.115","6","0x5a4a","2088","80","0x0002","60","1717611734.489270000"
"10.117.77.120","10.117.77.115","6","0x1d5e","2089","80","0x0002","60","1717611734.489270000"
"10.117.77.120","10.117.77.115","6","0xdfb9","2092","80","0x0002","60","1717611734.489270000"
"10.117.77.120","10.117.77.115","6","0x1a85","2093","80","0x0002","60","1717611734.489270000"
"10.117.77.120","10.117.77.115","6","0xe219","2098","80","0x0002","60","1717611734.489270000"
"10.117.77.120","10.117.77.115","6","0xa112","2099","80","0x0002","60","1717611734.489270000"
"10.117.77.120","10.117.77.115","6","0xc6bf","2102","80","0x0002","60","1717611734.489270000"
"10.117.77.120","10.117.77.115","6","0xddfd","2103","80","0x0002","60","1717611734.489270000"
"10.117.77.120","10.117.77.115","6","0xf448","2104","80","0x0002","60","1717611734.489270000"
"10.117.77.120","10.117.77.115","6","0xc357","2105","80","0x0002","60","1717611734.489270000"
"10.117.77.120","10.117.77.115","6","0xd502","2108","80","0x0002","60","1717611734.489270000"
"10.117.77.120","10.117.77.115","6","0xd857","2109","80","0x0002","60","1717611734.489270000"
"10.117.77.120","10.117.77.115","6","0x78f7","2112","80","0x0002","60","1717611734.489270000"
"10.117.77.120","10.117.77.115","6","0x8bb3","2113","80","0x0002","60","1717611734.489270000"
"10.117.77.120","10.117.77.115","6","0x5b88","2116","80","0x0002","60","1717611734.489270000"
"10.117.77.120","10.117.77.115","6","0x3ebf","2117","80","0x0002","60","1717611734.489270000"
"10.117.77.120","10.117.77.115","6","0xf171","2122","80","0x0002","60","1717611734.489270000"
"10.117.77.120","10.117.77.115","6","0x7b55","2123","80","0x0002","60","1717611734.489270000"
"10.117.77.120","10.117.77.115","6","0x39fa","2126","80","0x0002","60","1717611734.489270000"
"10.117.77.120","10.117.77.115","6","0x98d7","2127","80","0x0002","60","1717611734.489270000"
"10.117.77.120","10.117.77.115","6","0xfbec","2128","80","0x0002","60","1717611734.489270000"
"10.117.77.120","10.117.77.115","6","0x7a5a","2129","80","0x0002","60","1717611734.489270000"
"10.117.77.120","10.117.77.115","6","0xa48f","2132","80","0x0002","60","1717611734.489270000"
"10.117.77.120","10.117.77.115","6","0x8e6a","2133","80","0x0002","60","1717611734.489270000"
"10.117.77.120","10.117.77.115","6","0xf6c5","2138","80","0x0002","60","1717611734.489270000"
"10.117.77.120","10.117.77.115","6","0x4fd9","2139","80","0x0002","60","1717611734.489270000"
"10.117.77.120","10.117.77.115","6","0xe4dc","2141","80","0x0002","60","1717611734.489666000"
"10.117.77.120","10.117.77.115","6","0x12ac","2144","80","0x0002","60","1717611734.489666000"
"10.117.77.120","10.117.77.115","6","0xedcc","2145","80","0x0002","60","1717611734.489666000"
"10.117.77.120","10.117.77.115","6","0x6cb8","2148","80","0x0002","60","1717611734.489666000"
"10.117.77.120","10.117.77.115","6","0x5a37","2149","80","0x0002","60","1717611734.489666000"
"10.117.77.120","10.117.77.115","6","0xaa0d","2154","80","0x0002","60","1717611734.489666000"
"10.117.77.120","10.117.77.115","6","0xb356","2155","80","0x0002","60","1717611734.489666000"
"10.117.77.120","10.117.77.115","6","0xcd05","2158","80","0x0002","60","1717611734.489666000"
"10.117.77.120","10.117.77.115","6","0x31f2","2159","80","0x0002","60","1717611734.489666000"
"10.117.77.120","10.117.77.115","6","0x8488","2160","80","0x0002","60","1717611734.489666000"
"10.117.77.120","10.117.77.115","6","0xe401","2161","80","0x0002","60","1717611734.489666000"
"10.117.77.120","10.117.77.115","6","0x6889","2164","80","0x0002","60","1717611734.489666000"
"10.117.77.120","10.117.77.115","6","0x5c3d","2165","80","0x0002","60","1717611734.489666000"
"10.117.77.120","10.117.77.115","6","0xfe23","2170","80","0x0002","60","1717611734.489666000"
"10.117.77.120","10.117.77.115","6","0x37ee","2171","80","0x0002","60","1717611734.489666000"
"10.117.77.120","10.117.77.115","6","0xe619","2174","80","0x0002","60","1717611734.489666000"
"10.117.77.120","10.117.77.115","6","0x4f5a","2175","80","0x0002","60","1717611734.489666000"
"10.117.77.120","10.117.77.115","6","0xdc59","2142","80","0x0002","60","1717611734.489677000"
"10.117.77.120","10.117.77.115","6","0x1198","2176","80","0x0002","60","1717611734.489666000"
"10.117.77.120","10.117.77.115","6","0xab62","2143","80","0x0002","60","1717611734.489677000"
"10.117.77.120","10.117.77.115","6","0xcc21","2177","80","0x0002","60","1717611734.489666000"
"10.117.77.120","10.117.77.115","6","0x6a48","2146","80","0x0002","60","1717611734.489677000"
"10.117.77.120","10.117.77.115","6","0x140d","2180","80","0x0002","60","1717611734.489666000"
"10.117.77.120","10.117.77.115","6","0xa035","2181","80","0x0002","60","1717611734.489666000"
"10.117.77.120","10.117.77.115","6","0x18aa","2147","80","0x0002","60","1717611734.489677000"
"10.117.77.120","10.117.77.115","6","0x9a81","2186","80","0x0002","60","1717611734.489666000"
"10.117.77.120","10.117.77.115","6","0x8104","2150","80","0x0002","60","1717611734.489677000"
"10.117.77.120","10.117.77.115","6","0x2806","2187","80","0x0002","60","1717611734.489666000"
"10.117.77.120","10.117.77.115","6","0xab94","2151","80","0x0002","60","1717611734.489677000"
"10.117.77.120","10.117.77.115","6","0xc542","2190","80","0x0002","60","1717611734.489666000"
"10.117.77.120","10.117.77.115","6","0x0ffb","2152","80","0x0002","60","1717611734.489677000"
"10.117.77.120","10.117.77.115","6","0xe56d","2191","80","0x0002","60","1717611734.489666000"
"10.117.77.120","10.117.77.115","6","0xd4af","2153","80","0x0002","60","1717611734.489677000"
"10.117.77.120","10.117.77.115","6","0x0272","2192","80","0x0002","60","1717611734.489666000"
"10.117.77.120","10.117.77.115","6","0x8d1f","2156","80","0x0002","60","1717611734.489677000"
"10.117.77.120","10.117.77.115","6","0xedca","2193","80","0x0002","60","1717611734.489666000"
"10.117.77.120","10.117.77.115","6","0xa665","2157","80","0x0002","60","1717611734.489677000"
"10.117.77.120","10.117.77.115","6","0x9c79","2162","80","0x0002","60","1717611734.489677000"
"10.117.77.120","10.117.77.115","6","0x8781","2163","80","0x0002","60","1717611734.489677000"
"10.117.77.120","10.117.77.115","6","0x7138","2166","80","0x0002","60","1717611734.489677000"
"10.117.77.120","10.117.77.115","6","0x390d","2167","80","0x0002","60","1717611734.489677000"
"10.117.77.120","10.117.77.115","6","0xe71b","2168","80","0x0002","60","1717611734.489677000"
"10.117.77.120","10.117.77.115","6","0xa72f","2169","80","0x0002","60","1717611734.489677000"
"10.117.77.120","10.117.77.115","6","0x6e70","2172","80","0x0002","60","1717611734.489677000"
"10.117.77.120","10.117.77.115","6","0xb307","2173","80","0x0002","60","1717611734.489677000"
"10.117.77.120","10.117.77.115","6","0xcca4","2178","80","0x0002","60","1717611734.489677000"
"10.117.77.120","10.117.77.115","6","0xb4e0","2179","80","0x0002","60","1717611734.489677000"
"10.117.77.120","10.117.77.115","6","0x39f2","2182","80","0x0002","60","1717611734.489677000"
"10.117.77.120","10.117.77.115","6","0x2644","2183","80","0x0002","60","1717611734.489677000"
"10.117.77.120","10.117.77.115","6","0x6edf","2184","80","0x0002","60","1717611734.489677000"
"10.117.77.120","10.117.77.115","6","0xf2d4","2185","80","0x0002","60","1717611734.489677000"
"10.117.77.120","10.117.77.115","6","0x76cf","2188","80","0x0002","60","1717611734.489677000"
"10.117.77.120","10.117.77.115","6","0x88e6","2189","80","0x0002","60","1717611734.489677000"
"10.117.77.120","10.117.77.115","6","0x63ff","2194","80","0x0002","60","1717611734.489677000"
"10.117.77.120","10.117.77.115","6","0x029a","2195","80","0x0002","60","1717611734.489677000"
"10.117.77.120","10.117.77.115","6","0x5ae0","2196","80","0x0002","60","1717611734.489986000"
"10.117.77.120","10.117.77.115","6","0x130c","2197","80","0x0002","60","1717611734.489986000"
"10.117.77.120","10.117.77.115","6","0x0668","2202","80","0x0002","60","1717611734.489986000"
"10.117.77.120","10.117.77.115","6","0xa6af","2203","80","0x0002","60","1717611734.489986000"
"10.117.77.120","10.117.77.115","6","0x08b1","2206","80","0x0002","60","1717611734.489986000"
"10.117.77.120","10.117.77.115","6","0x1150","2207","80","0x0002","60","1717611734.489986000"
"10.117.77.120","10.117.77.115","6","0x3104","2210","80","0x0002","60","1717611734.489986000"
"10.117.77.120","10.117.77.115","6","0xc01f","2211","80","0x0002","60","1717611734.489986000"
"10.117.77.120","10.117.77.115","6","0x67af","2214","80","0x0002","60","1717611734.489986000"
"10.117.77.120","10.117.77.115","6","0x2a30","2215","80","0x0002","60","1717611734.489986000"
"10.117.77.120","10.117.77.115","6","0x65b0","2216","80","0x0002","60","1717611734.489986000"
"10.117.77.120","10.117.77.115","6","0xe9b4","2217","80","0x0002","60","1717611734.489986000"
"10.117.77.120","10.117.77.115","6","0x188b","2220","80","0x0002","60","1717611734.489986000"
"10.117.77.120","10.117.77.115","6","0xac68","2221","80","0x0002","60","1717611734.489986000"
"10.117.77.120","10.117.77.115","6","0xaa6b","2226","80","0x0002","60","1717611734.489986000"
"10.117.77.120","10.117.77.115","6","0x813b","2227","80","0x0002","60","1717611734.489986000"
"10.117.77.120","10.117.77.115","6","0x9833","2230","80","0x0002","60","1717611734.489986000"
"10.117.77.120","10.117.77.115","6","0x6731","2231","80","0x0002","60","1717611734.489986000"
"10.117.77.120","10.117.77.115","6","0x83c8","2232","80","0x0002","60","1717611734.489986000"
"10.117.77.120","10.117.77.115","6","0x2963","2233","80","0x0002","60","1717611734.489986000"
"10.117.77.120","10.117.77.115","6","0xcd4f","2236","80","0x0002","60","1717611734.489986000"
"10.117.77.120","10.117.77.115","6","0xa764","2237","80","0x0002","60","1717611734.489986000"
"10.117.77.120","10.117.77.115","6","0xe930","2240","80","0x0002","60","1717611734.489986000"
"10.117.77.120","10.117.77.115","6","0xfa11","2241","80","0x0002","60","1717611734.489986000"
"10.117.77.120","10.117.77.115","6","0x5452","2244","80","0x0002","60","1717611734.489986000"
"10.117.77.120","10.117.77.115","6","0xbd5d","2245","80","0x0002","60","1717611734.489986000"
"10.117.77.120","10.117.77.115","6","0x9932","2198","80","0x0002","60","1717611734.490021000"
"10.117.77.120","10.117.77.115","6","0x0971","2199","80","0x0002","60","1717611734.490021000"
"10.117.77.120","10.117.77.115","6","0x3ffd","2200","80","0x0002","60","1717611734.490021000"
"10.117.77.120","10.117.77.115","6","0x6ffe","2201","80","0x0002","60","1717611734.490021000"
"10.117.77.120","10.117.77.115","6","0x38df","2204","80","0x0002","60","1717611734.490021000"
"10.117.77.120","10.117.77.115","6","0xd814","2205","80","0x0002","60","1717611734.490021000"
"10.117.77.120","10.117.77.115","6","0xf316","2208","80","0x0002","60","1717611734.490021000"
"10.117.77.120","10.117.77.115","6","0xafb2","2209","80","0x0002","60","1717611734.490021000"
"10.117.77.120","10.117.77.115","6","0x323d","2212","80","0x0002","60","1717611734.490021000"
"10.117.77.120","10.117.77.115","6","0xf654","2213","80","0x0002","60","1717611734.490021000"
"10.117.77.120","10.117.77.115","6","0x134a","2218","80","0x0002","60","1717611734.490021000"
"10.117.77.120","10.117.77.115","6","0x8e43","2219","80","0x0002","60","1717611734.490021000"
"10.117.77.120","10.117.77.115","6","0x644e","2222","80","0x0002","60","1717611734.490021000"
"10.117.77.120","10.117.77.115","6","0x77b4","2223","80","0x0002","60","1717611734.490021000"
"10.117.77.120","10.117.77.115","6","0x0969","2224","80","0x0002","60","1717611734.490021000"
"10.117.77.120","10.117.77.115","6","0xb271","2225","80","0x0002","60","1717611734.490021000"
"10.117.77.120","10.117.77.115","6","0x7ef3","2228","80","0x0002","60","1717611734.490021000"
"10.117.77.120","10.117.77.115","6","0x71c9","2229","80","0x0002","60","1717611734.490021000"
"10.117.77.120","10.117.77.115","6","0x33b8","2234","80","0x0002","60","1717611734.490021000"
"10.117.77.120","10.117.77.115","6","0x10a9","2235","80","0x0002","60","1717611734.490021000"
"10.117.77.120","10.117.77.115","6","0xe538","2238","80","0x0002","60","1717611734.490021000"
"10.117.77.120","10.117.77.115","6","0xaeeb","2239","80","0x0002","60","1717611734.490021000"
"10.117.77.120","10.117.77.115","6","0xd6b2","2242","80","0x0002","60","1717611734.490021000"
"10.117.77.120","10.117.77.115","6","0xe654","2243","80","0x0002","60","1717611734.490021000"
"10.117.77.120","10.117.77.115","6","0x80ab","2246","80","0x0002","60","1717611734.490021000"
"10.117.77.120","10.117.77.115","6","0x741a","2250","80","0x0002","60","1717611734.490314000"
"10.117.77.120","10.117.77.115","6","0x282d","2251","80","0x0002","60","1717611734.490314000"
"10.117.77.120","10.117.77.115","6","0x92ae","2254","80","0x0002","60","1717611734.490314000"
"10.117.77.120","10.117.77.115","6","0xe3a6","2255","80","0x0002","60","1717611734.490314000"
"10.117.77.120","10.117.77.115","6","0xeed1","2256","80","0x0002","60","1717611734.490314000"
"10.117.77.120","10.117.77.115","6","0x939f","2257","80","0x0002","60","1717611734.490314000"
"10.117.77.120","10.117.77.115","6","0x2403","2260","80","0x0002","60","1717611734.490314000"
"10.117.77.120","10.117.77.115","6","0x3f11","2261","80","0x0002","60","1717611734.490314000"
"10.117.77.120","10.117.77.115","6","0xe1e1","2266","80","0x0002","60","1717611734.490314000"
"10.117.77.120","10.117.77.115","6","0x52f2","2267","80","0x0002","60","1717611734.490314000"
"10.117.77.120","10.117.77.115","6","0x2b75","2270","80","0x0002","60","1717611734.490314000"
"10.117.77.120","10.117.77.115","6","0xb31b","2271","80","0x0002","60","1717611734.490314000"
"10.117.77.120","10.117.77.115","6","0xa015","2274","80","0x0002","60","1717611734.490314000"
"10.117.77.120","10.117.77.115","6","0x1a9d","2275","80","0x0002","60","1717611734.490314000"
"10.117.77.120","10.117.77.115","6","0x017d","2278","80","0x0002","60","1717611734.490314000"
"10.117.77.120","10.117.77.115","6","0x4dc1","2279","80","0x0002","60","1717611734.490314000"
"10.117.77.120","10.117.77.115","6","0x002c","2280","80","0x0002","60","1717611734.490314000"
"10.117.77.120","10.117.77.115","6","0xc1de","2281","80","0x0002","60","1717611734.490314000"
"10.117.77.120","10.117.77.115","6","0xf9d3","2284","80","0x0002","60","1717611734.490314000"
"10.117.77.120","10.117.77.115","6","0xe69f","2285","80","0x0002","60","1717611734.490314000"
"10.117.77.120","10.117.77.115","6","0xf638","2290","80","0x0002","60","1717611734.490314000"
"10.117.77.120","10.117.77.115","6","0x787c","2291","80","0x0002","60","1717611734.490314000"
"10.117.77.120","10.117.77.115","6","0x57c6","2294","80","0x0002","60","1717611734.490314000"
"10.117.77.120","10.117.77.115","6","0x5321","2295","80","0x0002","60","1717611734.490314000"
"10.117.77.120","10.117.77.115","6","0xfbf5","2296","80","0x0002","60","1717611734.490314000"
"10.117.77.120","10.117.77.115","6","0x38f0","2247","80","0x0002","60","1717611734.490332000"
"10.117.77.120","10.117.77.115","6","0x04e7","2248","80","0x0002","60","1717611734.490332000"
"10.117.77.120","10.117.77.115","6","0x2cdd","2249","80","0x0002","60","1717611734.490332000"
"10.117.77.120","10.117.77.115","6","0x2a84","2252","80","0x0002","60","1717611734.490332000"
"10.117.77.120","10.117.77.115","6","0x1472","2253","80","0x0002","60","1717611734.490332000"
"10.117.77.120","10.117.77.115","6","0x884d","2258","80","0x0002","60","1717611734.490332000"
"10.117.77.120","10.117.77.115","6","0x80d4","2259","80","0x0002","60","1717611734.490332000"
"10.117.77.120","10.117.77.115","6","0x6e34","2262","80","0x0002","60","1717611734.490332000"
"10.117.77.120","10.117.77.115","6","0x6a39","2263","80","0x0002","60","1717611734.490332000"
"10.117.77.120","10.117.77.115","6","0x9187","2264","80","0x0002","60","1717611734.490332000"
"10.117.77.120","10.117.77.115","6","0x4cdb","2265","80","0x0002","60","1717611734.490332000"
"10.117.77.120","10.117.77.115","6","0x7c74","2268","80","0x0002","60","1717611734.490332000"
"10.117.77.120","10.117.77.115","6","0x78a5","2269","80","0x0002","60","1717611734.490332000"
"10.117.77.120","10.117.77.115","6","0x3eac","2272","80","0x0002","60","1717611734.490332000"
"10.117.77.120","10.117.77.115","6","0xd9e1","2273","80","0x0002","60","1717611734.490332000"
"10.117.77.120","10.117.77.115","6","0x3bdb","2276","80","0x0002","60","1717611734.490332000"
"10.117.77.120","10.117.77.115","6","0xb97f","2277","80","0x0002","60","1717611734.490332000"
"10.117.77.120","10.117.77.115","6","0xf006","2282","80","0x0002","60","1717611734.490332000"
"10.117.77.120","10.117.77.115","6","0xea31","2283","80","0x0002","60","1717611734.490332000"
"10.117.77.120","10.117.77.115","6","0xc943","2286","80","0x0002","60","1717611734.490332000"
"10.117.77.120","10.117.77.115","6","0xc594","2287","80","0x0002","60","1717611734.490332000"
"10.117.77.120","10.117.77.115","6","0xa435","2288","80","0x0002","60","1717611734.490332000"
"10.117.77.120","10.117.77.115","6","0x2279","2289","80","0x0002","60","1717611734.490332000"
"10.117.77.120","10.117.77.115","6","0x1d58","2292","80","0x0002","60","1717611734.490332000"
"10.117.77.120","10.117.77.115","6","0x8807","2293","80","0x0002","60","1717611734.490332000"
"10.117.77.120","10.117.77.115","6","0x692e","2297","80","0x0002","60","1717611734.490619000"
"10.117.77.120","10.117.77.115","6","0x3cfd","2300","80","0x0002","60","1717611734.490619000"
"10.117.77.120","10.117.77.115","6","0xabcf","2301","80","0x0002","60","1717611734.490619000"
"10.117.77.120","10.117.77.115","6","0x1aba","2304","80","0x0002","60","1717611734.490619000"
"10.117.77.120","10.117.77.115","6","0xa7d8","2305","80","0x0002","60","1717611734.490619000"
"10.117.77.120","10.117.77.115","6","0x34c5","2308","80","0x0002","60","1717611734.490619000"
"10.117.77.120","10.117.77.115","6","0x95ac","2309","80","0x0002","60","1717611734.490619000"
"10.117.77.120","10.117.77.115","6","0x72d5","2314","80","0x0002","60","1717611734.490619000"
"10.117.77.120","10.117.77.115","6","0xce12","2315","80","0x0002","60","1717611734.490619000"
"10.117.77.120","10.117.77.115","6","0x6ea2","2318","80","0x0002","60","1717611734.490619000"
"10.117.77.120","10.117.77.115","6","0x4ebb","2319","80","0x0002","60","1717611734.490619000"
"10.117.77.120","10.117.77.115","6","0xc752","2320","80","0x0002","60","1717611734.490619000"
"10.117.77.120","10.117.77.115","6","0x03a6","2321","80","0x0002","60","1717611734.490619000"
"10.117.77.120","10.117.77.115","6","0x142e","2324","80","0x0002","60","1717611734.490619000"
"10.117.77.120","10.117.77.115","6","0x136e","2325","80","0x0002","60","1717611734.490619000"
"10.117.77.120","10.117.77.115","6","0x88e0","2330","80","0x0002","60","1717611734.490619000"
